Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,public_recycling_points,litter
S01010143,Tollcross,Glasgow City,755,463,1443,21,5,3,2,1150,1217,819,2753,6780,4245,1066,22%,168,16%,74,185,103,22,106,29%,12%,144,84%,5.48,197,0%,11%,11,146,154,0,21%,0%,2.437165088,1.944502706,1.151762517,2.740775862,1.939729364,2.94026087,5.444066306,3.235845737,5.178991881,0%,0,8
S01010144,Tollcross,Glasgow City,808,554,767,11,3,2,1,945,840,548,748,5714,794,197,24%,195,19%,103,215,223,225,97,22%,17%,145,68%,4.93,170,9%,5%,45,560,209,41,30%,6%,2.972514286,1.824092857,2.223517857,1.511666667,2.787817857,3.981269841,7.273757143,7.731160714,10.00276786,0%,0,14
S01010145,Tollcross,Glasgow City,892,618,1600,23,5,3,2,1795,1573,1787,862,6406,2105,565,18%,157,14%,88,145,257,177,103,17%,7%,123,75%,4.75,163,7%,3%,28,315,175,28,22%,4%,2.848184447,1.852818123,1.414276992,2.705494186,2.322268638,3.966181818,6.326282134,3.911915167,7.077525707,0%,0,10
S01010146,Tollcross,Glasgow City,772,582,398,6,2,1,1,240,590,141,1536,6639,755,289,34%,261,21%,119,225,372,319,250,25%,3%,200,78%,5.81,227,10%,9%,44,573,209,35,27%,5%,3.028640523,1.976888889,0.997081699,2.279728261,2.50329085,4.158114035,5.28030719,3.192352941,5.950003268,0%,1,9
S01010147,Old Shettleston and Parkhead North,Glasgow City,992,694,125,2,1,1,1,138,267,98,55,6941,469,667,37%,367,25%,173,250,359,382,184,27%,8%,182,64%,4.56,257,9%,3%,72,729,224,11,24%,1%,2.104018888,1.108410283,1.106159496,2.227828467,1.578462749,3.228163842,4.084215635,2.801657922,5.537644281,0%,0,11
S01010148,Old Shettleston and Parkhead North,Glasgow City,1029,672,258,4,1,1,1,294,783,166,53,4896,492,221,32%,331,19%,127,220,188,481,186,28%,8%,185,69%,4.35,278,13%,5%,73,713,238,35,30%,4%,4.311626276,1.274030612,2.205994898,2.796938462,3.435526148,4.594441748,5.38216199,7.308418367,9.212085459,3%,0,13
S01010149,Old Shettleston and Parkhead North,Glasgow City,1188,825,1709,25,5,3,2,1613,2561,578,2136,3380,2363,1718,19%,222,10%,86,190,99,46,446,24%,4%,171,78%,5.62,179,1%,5%,34,288,71,13,14%,3%,4.223443239,1.853000835,2.639211185,2.5785625,3.12995409,5.34849711,9.313188648,11.44531302,12.43699917,0%,0,8
S01010150,Old Shettleston and Parkhead North,Glasgow City,728,435,116,2,1,1,1,140,171,86,141,4627,1209,582,37%,269,27%,116,255,253,213,131,34%,8%,177,61%,4.96,225,8%,3%,33,455,132,24,22%,4%,4.148545752,1.75499183,1.947189542,2.466223958,3.622418301,3.742589928,5.316646242,5.684117647,12.22796569,15%,0,12
S01010151,Old Shettleston and Parkhead North,Glasgow City,622,355,308,5,1,1,1,193,312,387,430,6024,3745,646,35%,219,24%,86,225,235,28,120,29%,0%,154,73%,4.94,202,14%,2%,11,178,147,9,24%,1%,3.842776,1.47174,1.727404,2.065172414,3.317568,3.126744186,5.534896,5.840904,13.335744,0%,0,9
S01010152,Carntyne,Glasgow City,835,534,1949,28,6,3,2,1681,1948,1302,2937,6092,1454,1002,18%,153,13%,68,160,212,19,109,25%,9%,129,77%,5.92,185,1%,17%,34,409,177,5,21%,1%,4.703986486,0.990017626,1.945508226,1.654166667,5.336509988,3.877535211,4.308754407,6.560558167,11.51020564,0%,2,10
S01010153,Carntyne,Glasgow City,929,591,589,9,2,1,1,884,575,56,1547,4464,1935,745,25%,230,21%,121,200,502,1575,174,38%,8%,199,72%,5.57,192,3%,7%,31,335,193,22,21%,2%,5.162191817,1.701697662,2.14588204,2.169375,5.54107067,4.140040323,5.66588204,6.84705101,14.51212009,0%,1,15
S01010154,Carntyne,Glasgow City,927,519,494,8,2,1,1,640,278,208,1269,5598,2763,1214,27%,252,25%,126,205,165,207,146,33%,11%,191,71%,5.47,197,2%,4%,23,249,143,22,17%,3%,4.915894677,1.220331257,1.409113817,2.76304878,4.578221971,4.113540146,4.14193658,4.703960929,10.2274547,0%,0,17
S01010155,Carntyne,Glasgow City,755,453,1394,20,4,2,1,1222,1621,719,1390,6570,3211,1263,22%,163,14%,64,180,132,93,111,27%,16%,154,77%,5.14,167,8%,6%,16,213,134,3,19%,0%,4.846397849,0.929092742,1.165127688,2.608523207,4.359206989,3.619939759,3.198850806,3.458790323,12.02914651,0%,1,8
S01010156,"Cranhill, Lightburn and Queenslie South",Glasgow City,515,343,590,9,2,1,1,719,928,205,337,5401,2133,805,26%,136,18%,61,210,494,294,151,27%,7%,181,68%,5.1,203,6%,1%,16,312,120,10,21%,2%,4.655597345,1.374146018,1.690199115,2.825255102,4.694738938,3.4740625,5.242030973,5.195783186,14.27582743,0%,0,17
S01010157,"Cranhill, Lightburn and Queenslie South",Glasgow City,591,342,179,3,1,1,1,106,201,147,561,4470,853,2484,39%,230,26%,88,260,145,179,134,32%,3%,154,68%,4.89,245,2%,9%,32,544,68,11,12%,2%,5.254349736,1.754081722,1.864099297,3.13996732,4.990483304,3.874300699,6.05172232,5.284586995,13.81071178,0%,0,13
S01010158,"Cranhill, Lightburn and Queenslie South",Glasgow City,953,596,1186,18,4,2,1,1029,1154,861,2128,6249,797,524,23%,222,17%,98,180,145,125,122,24%,10%,144,74%,5.62,182,0%,6%,53,559,215,28,24%,3%,4.029044359,1.088028478,2.069748083,2.098911765,3.503116101,2.569202899,4.691396495,6.666248631,13.47930449,0%,0,9
S01010159,"Cranhill, Lightburn and Queenslie South",Glasgow City,724,428,739,11,3,2,1,746,393,600,2587,5583,1069,1441,26%,189,23%,98,200,195,298,85,29%,4%,131,80%,5.81,177,4%,11%,35,486,116,17,16%,2%,3.563333333,1.45262585,1.639377551,2.51864,3.572935374,3.445234375,6.878221088,6.253306122,13.80466667,0%,0,11
S01010160,"Cranhill, Lightburn and Queenslie South",Glasgow City,583,441,83,2,1,1,1,124,78,143,749,1534,183,109,38%,219,31%,134,255,255,370,267,24%,6%,163,73%,5,221,4%,6%,61,1051,215,27,36%,4%,6.184041322,3.636884298,1.954578512,2.647465278,6.644640496,5.657253521,12.46970248,6.791669421,15.91734711,8%,3,19
S01010161,"Cranhill, Lightburn and Queenslie South",Glasgow City,620,472,1520,22,5,3,2,1747,1668,1383,1803,4121,361.5,1003,18%,111,14%,65,155,108,151,144,22%,4%,133,80%,5.63,197,5%,6%,50,810,121,15,19%,2%,5.3225,1.919465409,1.595986635,2.568445378,5.067759434,3.561100629,7.426163522,4.763608491,13.70605346,5%,0,16
S01010162,"Cranhill, Lightburn and Queenslie South",Glasgow City,911,475,175,3,1,1,1,130,106,1187,343,1498,1462,266,37%,341,29%,137,135,298,353,62,29%,5%,135,74%,4.86,255,4%,3%,37,408,220,32,29%,4%,6.519722222,3.991190898,2.390629433,1.700804196,6.983158983,6.024577114,13.90574173,8.07357565,16.18203901,0%,0,29
S01010163,"Cranhill, Lightburn and Queenslie South",Glasgow City,688,473,54,1,1,1,1,105,87,21,175,3467,560,796,39%,268,30%,141,300,285,380,146,34%,7%,182,65%,4.56,228,12%,7%,46,672,127,11,21%,2%,5.027525126,2.119761307,2.005674204,3.007819905,5.351038526,4.232314286,8.240586265,6.761855109,15.18947236,0%,0,8
S01010164,"Cranhill, Lightburn and Queenslie South",Glasgow City,867,517,699,11,3,2,1,649,790,401,984,4998,1928,711,27%,235,19%,98,205,134,79,247,26%,3%,172,75%,5.23,226,5%,7%,29,336,174,6,23%,1%,3.298210263,2.091260951,1.014249061,3.029094488,3.801223404,4.406660156,9.525569462,4.911476846,14.40954318,0%,0,14
S01010165,Craigend and Ruchazie,Glasgow City,633,405,151,3,1,1,1,221,198,184,201,2727,448,811,34%,217,26%,106,245,324,404,119,24%,15%,170,71%,4.29,239,6%,4%,47,746,136,8,22%,1%,5.503819777,3.58923445,1.930689793,1.395863874,6.153201754,5.112355769,10.65345295,5.171610845,11.61086922,12%,0,15
S01010166,Craigend and Ruchazie,Glasgow City,1114,700,1473,22,5,3,2,1614,1928,1106,1227,2218,3292,656,19%,208,13%,89,170,119,44,131,25%,9%,134,76%,5.38,219,3%,6%,23,207,152,25,21%,4%,4.587895658,2.668088235,2.558476891,2.160431918,4.819194678,7.463073654,9.985728291,9.093039216,10.76927521,12%,0,3
S01010167,Craigend and Ruchazie,Glasgow City,804,418,235,4,1,1,1,446,188,247,142,4245,2587,187,30%,238,26%,110,180,392,175,170,36%,0%,183,71%,4.3,225,9%,2%,21,262,184,103,23%,13%,3.098898359,1.783898359,2.182525253,1.836014493,5.627575758,7.21364,8.016262626,6.211988636,11.57316288,0%,0,10
S01010168,Craigend and Ruchazie,Glasgow City,495,318,1202,18,4,2,1,767,1380,1417,1233,5296,2572,690,26%,128,15%,49,180,92,28,105,23%,3%,117,76%,5,192,2%,5%,13,264,89,34,18%,7%,2.930044466,1.162490119,2.038893281,1.664668675,5.64847332,6.456372549,4.806131423,8.919920949,14.33807312,0%,0,8
S01010169,Craigend and Ruchazie,Glasgow City,831,546,364,6,2,1,1,359,631,491,287,2629,1078,99,31%,257,20%,109,185,146,275,178,26%,11%,168,68%,4.67,229,10%,7%,40,484,275,70,33%,8%,4.324070225,2.254241573,2.632280899,2.400107914,5.570691011,6.399494949,9.174230337,8.771505618,11.54905056,0%,0,5
S01010170,Craigend and Ruchazie,Glasgow City,499,314,419,7,2,1,1,551,629,329,366,2980,634,424,28%,141,20%,63,195,276,413,139,30%,8%,159,67%,5,239,7%,6%,31,624,118,33,22%,6%,4.282743902,2.34370075,2.741454034,1.977293233,4.950698874,7.389538462,9.249699812,9.321041276,10.43089118,0%,0,4
S01010171,Craigend and Ruchazie,Glasgow City,1181,771,142,3,1,1,1,233,228,189,23,4743,849,505,34%,402,26%,198,230,223,133,165,25%,11%,200,65%,4.42,285,7%,2%,64,544,247,33,24%,3%,3.775782755,2.542789017,1.359467726,1.919432624,3.579315992,6.247604167,8.285399807,5.263928227,7.522153179,0%,0,28
S01010172,Riddrie and Hogganfield,Glasgow City,691,430,495,8,2,1,1,322,311,446,1642,6082,3567,1238,32%,218,24%,103,200,343,254,114,24%,6%,166,77%,5,192,0%,6%,13,189,111,26,16%,4%,4.608466236,0.913135776,2.181548132,1.925618557,5.976706178,3.752542373,3.064856322,7.093380029,11.77946121,0%,2,14
S01010173,Riddrie and Hogganfield,Glasgow City,764,479,1951,28,6,3,2,1964,1874,1789,1525,5190,2342,1452,17%,127,13%,63,145,82,108,133,20%,10%,125,78%,5,161,2%,4%,22,289,131,9,17%,1%,3.678707461,1.660896597,1.324031414,2.474870968,6.90108966,2.84232,6.825831152,5.208160995,14.87167866,0%,0,12
S01010174,Riddrie and Hogganfield,Glasgow City,1248,1030,2206,32,7,4,2,4133,4313,2930,146,4679,299,601,7%,92,6%,58,145,51,134,104,12%,0%,104,70%,4.27,256,1%,3%,108,861,123,26,21%,4%,4.009920043,2.206018124,1.236421464,2.842747748,6.924028074,3.131521739,7.468686923,3.763098792,15.37887171,0%,1,14
S01010175,Riddrie and Hogganfield,Glasgow City,536,329,1051,16,4,2,1,1158,842,1492,1151,4293,737,1163,22%,119,19%,61,150,123,151,108,23%,3%,133,74%,5.29,184,7%,5%,31,581,77,20,16%,4%,4.444510417,1.98046875,1.422177083,2.41016129,5.987239583,3.154493671,8.7080625,6.325958333,16.97351042,0%,0,23
S01010176,Riddrie and Hogganfield,Glasgow City,749,459,1903,28,6,3,2,1725,2035,1589,1685,5011,2278,1374,18%,135,12%,57,180,51,111,80,22%,0%,117,76%,5.13,181,1%,7%,22,295,130,3,18%,0%,4.209283688,1.411365248,1.750453901,2.193074324,6.656407801,3.113643411,4.902453901,6.25806383,13.51735106,0%,0,9
S01010177,Riddrie and Hogganfield,Glasgow City,693,430,108,2,1,1,1,53,151,298,163,5661,1239,861,42%,290,28%,118,225,179,272,190,26%,6%,154,75%,4.33,275,8%,5%,31,449,174,1,22%,0%,3.372290593,1.076108247,2.066675258,1.715458167,5.728743557,5.874975369,3.984143041,7.227683634,13.57295103,0%,1,25
S01010178,Riddrie and Hogganfield,Glasgow City,1067,668,242,4,1,1,1,212,522.5,270,198,3168,364,1051,34%,368,21%,143,225,240,93,206,22%,7%,190,65%,4.9,264,9%,7%,86,810,196,21,19%,2%,3.612637948,2.623509197,1.379883833,2.968962025,5.973939981,4.608407258,9.25553485,4.443593901,16.00553243,13%,0,9
S01010179,Blackhill and Barmulloch East,Glasgow City,815,527,121,2,1,1,1,219,195,57,48,3630,2162,623,34%,280,26%,137,270,239,280,176,29%,3%,201,65%,4.44,287,2%,3%,25,308,206,5,25%,1%,3.674731183,1.760678017,2.175860215,2.744635193,5.292302867,5.042336066,6.851992234,6.33037037,14.80024194,5%,0,18
S01010180,Blackhill and Barmulloch East,Glasgow City,784,496,2391,35,7,4,2,2680,2804,2094,2092,2791,1669,1647.5,13%,102,10%,48,140,138,139,97,17%,7%,122,82%,5.37,215,1%,11%,29,372,96,0,17%,0%,4.136924107,2.100125,2.463553571,3.252254642,5.525625,5.752556391,8.394138393,7.871214286,15.95756696,0%,0,11
S01010181,Blackhill and Barmulloch East,Glasgow City,563,352,169,3,1,1,1,189,246,55,290,4097,1251,695,35%,199,25%,89,260,125,494,136,34%,0%,204,64%,4.87,236,5%,6%,25,446,146,7,23%,1%,3.379809826,1.864889065,1.955824089,3.133110465,5.044932647,5.463859649,5.549928685,4.84044374,13.30569731,0%,0,13
S01010182,Blackhill and Barmulloch East,Glasgow City,688,465,3729,54,11,6,3,3765,3543,3184,3985,2607,3554,2324,9%,59,8%,35,105,29,41,79,19%,5%,117,82%,6.06,136,0%,10%,13,190,67,29,10%,4%,2.313287106,3.367893553,2.862125187,4.17,5.880378561,4.6870625,8.355633433,5.902526237,15.97462894,0%,0,1
S01010183,Blackhill and Barmulloch East,Glasgow City,460,274,482,7,2,1,1,564,390,340,879,4487,1091,1177,28%,129,23%,62,205,172,214,135,30%,14%,162,67%,5.1,208,0%,5%,22,481,86,7,19%,2%,2.57950324,2.942213823,2.987894168,2.933113208,3.707602592,3.755510204,6.824179266,6.148401728,8.246058315,0%,0,6
S01010184,Blackhill and Barmulloch East,Glasgow City,585,357,783,12,3,2,1,696,827.5,851,726,4285,2646,409,27%,156,19%,67,200,120,228,77,24%,7%,132,77%,5,247,2%,4%,15,258,177,2,28%,0%,2.356376984,2.796511905,2.783849206,2.790062112,4.119305556,3.881071429,7.226611111,7.932301587,10.15851587,0%,0,9
S01010185,Blackhill and Barmulloch East,Glasgow City,718,447,565,9,2,1,1,443,897,675,481,3903,1057,485,30%,213,18%,81,175,366,75,148,24%,3%,164,73%,5.32,258,8%,4%,35,490,166,7,26%,1%,1.821374408,3.276702212,3.731323065,3.264441964,4.258159558,2.575772727,8.699052133,10.90550553,8.926086098,0%,1,19
S01010186,Robroyston and Millerston,Glasgow City,620,432,4556,66,14,7,4,4685.5,4681,3542,3789,2378,5510,2081,6%,36,5%,21,105,30,72,90,17%,0%,92,88%,5.84,137,1%,7%,5,81,93,6,14%,1%,1.910792117,2.960255023,2.766267388,3.230454545,4.657279753,5.653315789,8.865347759,6.823833076,16.08646832,49%,0,3
S01010187,Robroyston and Millerston,Glasgow City,554,414,3215,47,10,5,3,3644,3321,2622,5259,802,6075,704,9%,50,8%,34,110,109,0,142,20%,5%,124,*,6,122,0%,10%,3,54,121,32,19%,5%,3.773641732,4.098862205,2.880944882,4.79872449,8.521767717,8.467,16.87545669,11.99461417,23.64545669,0%,0,1
S01010188,Robroyston and Millerston,Glasgow City,685,492,3218,47,10,5,3,3795,3910.5,2424,4719,1240,899,2772,8%,58,7%,32,105,46,21,211,24%,0%,120,82%,6.18,89,2%,14%,36,528,77,11,11%,2%,2.546610644,4.427619048,4.752132353,3.883208955,3.828602941,6.438727811,14.95244398,14.10076331,11.20760504,3%,0,7
S01010189,Robroyston and Millerston,Glasgow City,1033,747,5695,82,17,9,5,5297,6061,5671,4681,2437,3929,5315,4%,45,3%,20,50,16,12,47,13%,4%,91,86%,5.96,90,1%,11%,17,165,60,0,6%,0%,2.740061475,3.389920594,3.410776127,3.050410714,3.645622439,4.809575972,12.62900615,13.30443648,10.81926742,0%,0,4
S01010190,Robroyston and Millerston,Glasgow City,908,682,6035,87,18,9,5,5759,5726,6525,6332,1885,4284,6038,3%,31,3%,21,35,35,13,32,11%,8%,66,95%,6.47,83,1%,19%,13,144,29,3,4%,0%,2.775239865,4.391962838,4.545780405,3.763552339,3.678347973,5.268902439,11.62167568,12.95238514,8.556452703,0%,0,2
S01010191,Robroyston and Millerston,Glasgow City,685,478,4230,61,13,7,4,3721,4097,4860,3940,2575,3994,2490,9%,60,6%,29,95,11,19,8,16%,3%,77,86%,5.82,109,1%,7%,11,161,98,4,13%,1%,2.674487092,3.353685462,4.035237772,2.479217172,3.578804348,5.075789474,12.26084239,13.64960598,9.890054348,0%,0,0
S01010192,Robroyston and Millerston,Glasgow City,827,576,5554,80,16,8,4,4877,5927,5353,4754,3839,2535,3668,5%,44,3%,16,50,48,16,75,13%,6%,84,88%,6,119,1%,14%,22,267,86,2,10%,0%,1.753032221,3.208978711,3.67193038,2.442024793,2.658466628,5.072041667,10.80620253,11.9220023,8.14264672,0%,0,7
S01010193,Robroyston and Millerston,Glasgow City,750,449,4552,66,14,7,4,4506,4556,3499,4995,2426,3000,3253,6%,47,5%,23,75,52,129,103,21%,8%,95,83%,6.18,99,0%,16%,17,228,71,13,10%,2%,2.250934406,3.928929455,4.603830446,2.822377049,3.15616646,5.480643564,11.17805693,12.21593441,8.486466584,1%,0,9
S01010194,Balornock,Glasgow City,626,400,1338,20,4,2,1,1646,951,692,2006,4788,4897,674,19%,116,18%,71,190,233,154,84,29%,4%,132,80%,5.42,183,3%,8%,7,112,145,9,23%,1%,2.790720541,1.398921178,2.508960987,2.289,4.621735669,3.156764706,5.096138535,9.395107484,13.06194268,6%,0,11
S01010195,Balornock,Glasgow City,519,358,1401,21,5,3,2,1087,1465,1042,1653,4124,5589,1894,23%,118,15%,53,190,73,61,111,27%,0%,127,78%,5.46,205,5%,9%,4,77,76,9,14%,2%,2.985988701,2.058658192,2.591002825,2.06684466,4.749152542,3.843072917,7.392118644,10.50949623,14.4653484,0%,0,11
S01010196,Balornock,Glasgow City,661,416,874,13,3,2,1,890,1001,504,838,5799,1943,1155,25%,163,17%,72,200,118,177,155,27%,0%,160,70%,4.9,193,9%,10%,22,334,129,11,19%,2%,3.562229364,1.462736806,2.23629567,2.302764706,4.622425575,3.432278912,4.031420839,6.896102842,8.850209743,0%,0,13
S01010197,Balornock,Glasgow City,569,377,527,8,2,1,1,508,801,260,530,5808,1113,626,29%,164,19%,70,220,98,57,193,32%,10%,173,74%,4.89,242,4%,5%,27,477,158,8,24%,1%,3.846541667,1.769924242,1.280515152,2.49238806,4.741693182,3.905534351,4.481234848,3.915818182,8.650886364,0%,0,3
S01010198,Balornock,Glasgow City,1019,637,340,5,1,1,1,612,434,104,392,4709,277,1170,27%,280,23%,143,235,205,172,192,31%,11%,201,71%,4.84,257,6%,6%,90,887,178,13,19%,1%,3.861136806,1.567492697,1.837721519,2.908731618,4.947633885,3.606127451,5.61040409,7.461397274,9.894556962,0%,0,7
S01010199,Barmulloch,Glasgow City,720,493,635,10,2,1,1,610,578,516,682,4521,3472,2014,28%,198,21%,102,210,212,127,93,24%,4%,164,72%,5.11,238,4%,7%,14,195,76,5,15%,1%,1.323234165,2.620772553,3.286300384,2.420698324,4.809980806,2.559285714,7.254769674,14.37822457,10.73682342,0%,0,7
S01010200,Barmulloch,Glasgow City,658,385,1462,21,5,3,2,1208,1982,1022,1274,5065,2825,648,22%,143,13%,48,180,164,27,104,26%,0%,140,79%,5.35,207,6%,5%,16,244,151,21,22%,3%,2.452257246,1.378148551,2.864811594,1.641678832,5.038677536,1.908960396,5.573931159,11.64051812,12.83513406,3%,0,14
S01010201,Barmulloch,Glasgow City,640,391,2364,34,7,4,2,2507.5,2686,2005,1426,5092,2536,2179.5,14%,88,10%,39,145,48,48,92,22%,0%,130,82%,5,177,4%,4%,17,267,96,0,15%,0%,2.02970451,2.082636081,2.645956454,1.929912791,4.618697512,3.294012346,5.688254277,11.92357309,11.66090202,0%,0,4
S01010202,Barmulloch,Glasgow City,980,634,119,2,1,1,1,162,172,265,80,4397,415,232,36%,354,27%,170,230,379,185,147,22%,8%,177,71%,4.61,320,7%,6%,75,769,244,24,31%,3%,1.040680077,3.496941252,3.209070881,2.73761745,4.530290549,3.03341954,7.581047254,12.42663793,9.251047254,0%,0,11
S01010203,Petershill,Glasgow City,843,633,4846,70,14,7,4,4683,4723.5,4455,3342,3923,5452,1474,6%,49,5%,30,65,44,32,53,15%,4%,107,86%,5.84,140,2%,6%,7,83,110,12,16%,2%,2.573800298,2.325964978,3.103271237,2.953557692,3.243971684,4.21384106,7.097913562,13.85463487,12.57557004,0%,0,1
S01010204,Petershill,Glasgow City,817,530,159,3,1,1,1,127,206,264,160,4177,2638,269,37%,306,26%,138,225,195,233,159,28%,3%,164,64%,5.26,282,10%,7%,21,258,244,17,31%,2%,2.10130625,3.144765625,2.721596875,2.22699422,3.301225,4.257724551,8.744378125,10.69323125,9.96118125,0%,0,9
S01010205,Petershill,Glasgow City,647,433,320,5,1,1,1,532,333,93,349,5082,2006,453,28%,184,24%,104,230,495,328,207,27%,8%,198,64%,5.05,213,6%,4%,21,326,163,21,25%,3%,2.557758359,2.550015198,2.410923252,2.21934375,2.638275076,3.761981132,8.572401216,9.268320669,8.350463526,0%,0,11
S01010206,Petershill,Glasgow City,0,0,4172,60,12,6,3,6969,6974,3436,811,1682,6928,18,0%,0,0%,0,,,,,,,,,n/a,353.08,,,*,*,243,21,49%,4%,2.642132797,4.191609658,4.168400402,3.658333333,5.475809859,5.219166667,7.309778672,12.67395372,13.54309356,,0,8
S01010207,Petershill,Glasgow City,288,165,18,1,1,1,1,5,11,42,526,4626,109,19,49%,141,40%,65,275,346,571,93,32%,5%,199,74%,5.13,267,8%,8%,36,1256,374,37,48%,5%,1.640430591,2.732573907,2.839572622,2.205170455,3.875684447,4.269115646,6.142442159,11.29391388,11.58525707,0%,0,26
S01010208,Petershill,Glasgow City,977,750,1339,20,4,2,1,1595,1563,649,1427,6321,885,370,19%,184,14%,108,180,297,387,162,22%,10%,145,77%,5.29,160,6%,3%,52,535,209,60,23%,7%,1.970312846,1.226904762,2.048618494,2.401541353,1.905238095,3.421031746,4.745204873,7.531716501,6.521627907,1%,0,20
S01010209,Springburn,Glasgow City,980,648,130,2,1,1,1,209,85,131,489,5132,82,955,35%,340,30%,195,220,339,594,194,29%,8%,183,70%,4.85,199,12%,5%,146,1487,163,28,19%,3%,1.702287785,2.436565735,2.772352484,2.930972973,3.449019151,3.193260135,7.239321946,8.830895445,8.689306418,0%,2,9
S01010210,Springburn,Glasgow City,808,534,1639,24,5,3,2,1639,1495,871,2307,4901,3234,1936,19%,150,15%,79,165,146,83,139,28%,9%,143,80%,5.48,157,5%,9%,17,211,130,10,15%,1%,2.711353107,2.711271186,1.543717514,2.069065041,3.861132768,3.797521739,9.405531073,6.340033898,11.07601695,0%,0,9
S01010211,Springburn,Glasgow City,838,526,388,6,2,1,1,351,352,335,813,6553,1047,412,31%,260,24%,125,200,228,92,147,30%,6%,181,73%,5.22,228,9%,9%,41,492,223,22,26%,3%,2.337287296,2.392584499,1.29766317,1.617418478,2.440611888,3.208773585,6.91791958,4.820763403,6.318135198,0%,1,18
S01010212,Springburn,Glasgow City,946,639,75,2,1,1,1,73,56,85,871,5984,59,353,40%,380,32%,202,245,317,412,203,30%,9%,176,79%,5.24,241,10%,7%,156,1646,275,36,27%,3%,2.453861958,2.299933056,0.977802401,1.879202586,2.601117267,3.144457143,8.17567867,3.493674977,8.157834718,2%,4,16
S01010213,Springburn,Glasgow City,912,573,1044,15,3,2,1,947,1245,392,1340,6302,2567.5,1218,24%,220,16%,91,210,138,36,119,29%,13%,181,76%,5.43,219,2%,6%,24,264,171,12,19%,1%,1.732305195,2.564726732,1.445373377,1.161226415,2.911709957,3.668834586,7.708939394,6.101117424,7.236412338,0%,0,21
S01010214,Springburn East and Cowlairs,Glasgow City,919,601,3461,50,10,5,3,3323,3529,3297,3533,3419,2276,1440,10%,95,8%,45,95,91,0,71,21%,9%,110,83%,5.8,145,4%,16%,27,295,162,16,17%,2%,2.122934333,3.03483971,2.753397104,3.434765101,4.605170631,4.733458647,9.092781799,7.747600827,10.22448294,0%,0,4
S01010215,Springburn East and Cowlairs,Glasgow City,1015,651,236,4,1,1,1,169,264,279,717,6741,250,456,36%,365,25%,161,215,308,288,113,31%,3%,154,73%,5.04,215,5%,4%,94,930,205,30,24%,4%,1.580970588,1.057376471,2.124594118,1.456550868,3.128958824,2.977644928,3.658647059,8.72215,8.045329412,0%,5,7
S01010216,Springburn East and Cowlairs,Glasgow City,621,427,106,2,1,1,1,125,29,369,336,4851,1070,1074,38%,233,34%,145,215,292,351,104,27%,3%,148,79%,4.73,247,10%,2%,30,485,119,10,19%,2%,1.323691626,2.452596618,2.662254428,2.521909091,3.666099034,3.323214286,9.058470209,10.00650161,9.319814815,0%,2,25
S01010217,Springburn East and Cowlairs,Glasgow City,1025,719,391,6,2,1,1,232,544,757,831,6305,78,223,34%,349,21%,152,180,393,434,118,18%,7%,151,77%,5.31,222,7%,3%,155,1510,248,35,30%,4%,1.570581395,1.822010404,1.999645043,2.091168091,2.999553244,2.536768868,6.923623011,7.354767442,6.884914321,0%,4,11
S01010218,Springburn East and Cowlairs,Glasgow City,1120,822,502,8,2,1,1,422,455,427,1395,6627,440,450,30%,335,22%,182,195,474,305,126,25%,4%,157,75%,5.33,187,4%,6%,84,754,239,46,23%,5%,1.897315815,1.31388998,2.285427308,1.828176692,3.263853143,3.300770393,3.167436149,8.473617387,7.744825639,0%,2,8
S01010219,Cowlairs and Port Dundas,Glasgow City,372,271,2914,42,9,5,3,2579.5,2786,4035,3073,2790,6614.5,76,13%,50,10%,27,100,60,137,85,9%,0%,98,*,*,187,0%,3%,*,*,195,25,39%,5%,2.338667992,3.131898608,3.385586481,3.994553571,2.997942346,3.8678125,11.96700795,12.84818588,13.25627237,0%,1,24
S01010220,Cowlairs and Port Dundas,Glasgow City,529,485,6216,90,18,9,5,5961,6601,6867,5975,2867,2038,2359.5,3%,16,2%,9,30,15,32,24,9%,0%,45,*,6.29,60,0%,6%,17,323,49,19,10%,4%,3.032605042,3.001213235,3.664469538,3.352302632,3.856853992,6.1345,7.033834034,7.593539916,7.916218487,0%,0,20
S01010221,Cowlairs and Port Dundas,Glasgow City,676,454,99,2,1,1,1,147,149,28,177,5547,1410,233,37%,248,28%,125,245,524,577,223,36%,6%,201,66%,4.29,260,2%,7%,28,416,153,6,33%,1%,1.529688645,1.937953297,2.742371795,3.56625,2.79422619,5.165327869,4.163754579,5.307898352,5.140760073,0%,0,20
