Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,public_recycling_points,litter
S01009929,Langside,Glasgow City,570,347,5896,85,17,9,5,4758,6071,4619,6131,4764,5003,1983,6%,32,3%,9,65,145,25,91,13%,9%,79,92%,5.57,38,2%,29%,6,106,56,22,11%,4%,3.029649299,2.152790581,2.448316633,1.769204082,3.969844689,3.87199115,5.848471944,6.611062124,12.37369739,2%,0,4
S01009930,Langside,Glasgow City,844,690,4647,67,14,7,4,3521,4346,4783,5840,5536,2595,594,9%,80,6%,38,80,61,0,80,15%,3%,68,*,5.77,49,0%,10%,22,262,182,36,21%,4%,3.722173529,2.116247059,2.096370588,1.305801105,3.965841176,3.466837607,6.076694118,7.608252941,11.17995588,0%,2,7
S01009931,Langside,Glasgow City,867,759,6602,95,19,10,5,5797,6140.5,6555,5942,6089,3812,2326,3%,29,3%,19,35,42,0,72,13%,5%,52,*,6,25,0%,10%,15,174,85,23,11%,3%,2.702013981,1.614137816,1.862902796,1.2575,2.191967377,4.682317073,6.484926764,6.952899467,6.85057257,0%,1,1
S01009932,Langside,Glasgow City,745,592,4696,68,14,7,4,3484,4193,3885,5706,6105,3791,2246,10%,72,6%,35,95,98,41,59,16%,6%,80,83%,*,55,0%,15%,13,175,64,27,10%,4%,3.065949111,1.803251212,1.506050081,1.329795322,2.577524233,4.018453608,4.802625202,5.04368336,7.069814216,2%,1,4
S01009933,Pollokshaws,Glasgow City,932,690,746,11,3,2,1,525,457,939,3147,5754,1116,326,29%,266,22%,152,175,324,218,126,25%,0%,115,86%,5.59,121,3%,5%,44,474,237,42,26%,5%,1.589793729,1.278688119,1.994405941,2.279221698,3.11480473,4.655545455,5.50129813,7.250561056,9.325654565,1%,4,20
S01009934,Pollokshaws,Glasgow City,923,634,5086,73,15,8,4,4331,4456,5243,5572,6153,1830,1793,7%,63,5%,33,65,44,27,91,12%,8%,64,92%,6.05,69,1%,11%,32,348,124,28,13%,3%,1.577919372,2.077978896,2.390595238,2.111596859,2.749675325,4.30442623,5.949004329,6.288587662,7.281239177,0%,2,5
S01009935,Pollokshaws,Glasgow City,732,477,111,2,1,1,1,129,74,94,484,5996,1028,355,37%,274,31%,144,250,377,430,146,34%,5%,148,69%,4.69,159,6%,1%,36,494,141,23,26%,4%,1.838570772,0.894048713,2.563543199,1.927792793,3.315808824,3.887263158,3.620900735,8.193465074,9.967711397,4%,7,11
S01009936,Pollokshaws,Glasgow City,599,444,718,11,3,2,1,593,404,507,3527,6761,1488,401,28%,166,23%,101,195,225,307,158,28%,8%,132,82%,6,128,3%,8%,24,403,148,33,24%,5%,2.260374415,0.995858034,2.144828393,1.215316456,2.98725819,3.66752,3.966614665,6.198373635,8.498209828,0%,1,13
S01009937,Pollokshaws,Glasgow City,455,280,1946,28,6,3,2,1948,2882,2852,1378,4731,214,23,17%,76,9%,27,105,177,0,95,20%,0%,120,*,*,161,0%,1%,45,994,234,41,44%,8%,1.113653484,1.929289077,3.522627119,3.635258621,2.617933145,3.769375,8.621464218,10.57033898,6.551911488,6%,0,10
S01009938,Pollokshaws,Glasgow City,745,432,654,10,2,1,1,752,377,496,2202,3991,1128,952,26%,194,23%,100,205,209,113,109,33%,8%,125,72%,5.43,165,2%,16%,35,472,171,33,18%,4%,1.673760661,2.829477612,4.515549041,3.449526749,3.136116738,3.102735426,9.326407249,11.01587154,9.716076759,0%,4,13
S01009939,Carnwadric West,Glasgow City,589,434,65,1,1,1,1,103,52,792,27,2339,487,97,39%,230,32%,139,220,218,447,99,21%,11%,94,67%,4.78,283,13%,1%,42,716,324,49,36%,5%,3.355302442,3.18131798,3.629386792,3.030281955,3.553238069,6.606285714,9.726764706,10.71510544,12.32018036,0%,2,7
S01009940,Carnwadric West,Glasgow City,800,509,66,1,1,1,1,82,67.5,148,121,5851,625,302,40%,319,31%,158,260,202,434,144,32%,7%,126,65%,4.27,228,4%,3%,50,628,255,9,30%,1%,2.721696535,1.746899642,2.131323178,1.589863014,2.274874552,5.286782609,5.955176225,6.367906213,6.565854241,1%,0,17
S01009941,Carnwadric West,Glasgow City,1028,733,3654,53,11,6,3,2559,3905,4303,3261,3220,5769,3238,14%,139,7%,48,85,8,42,111,16%,6%,79,76%,5.72,142,1%,17%,7,68,116,2,11%,0%,2.571534366,2.78910213,3.11697241,3.115384615,2.908330106,5.464324759,11.81616167,11.02913843,9.819603098,0%,0,1
S01009942,Carnwadric West,Glasgow City,939,632,483,7,2,1,1,491,433,542,789,4007,1131,318,29%,273,23%,141,190,258,567,128,27%,8%,126,72%,5.35,236,5%,6%,44,471,299,17,29%,2%,2.615687378,2.665278865,2.886306262,2.378840909,2.728449119,4.996993865,7.540442759,8.049197652,7.895401174,16%,1,15
S01009943,Carnwadric West,Glasgow City,896,609,163,3,1,1,1,126,209,106,568,6872,260,503,38%,336,26%,158,255,176,192,166,35%,5%,158,71%,5.02,230,6%,6%,82,920,212,15,25%,2%,2.182714031,1.192330559,1.57332937,1.911694215,1.521545779,4.398769634,4.19755648,5.214078478,4.657128419,0%,0,21
S01009944,Carnwadric East,Glasgow City,765,499,1996,29,6,3,2,1765.5,2073,1628,2647,4396,1886,736,18%,136,12%,61,150,120,146,114,23%,6%,115,82%,5.6,132,7%,8%,26,341,157,33,20%,4%,1.651977472,2.336176471,3.391054443,3.843010471,3.440678974,3.80041958,8.193081977,9.073019399,9.290653942,0%,0,6
S01009945,Carnwadric East,Glasgow City,913,566,727,11,3,2,1,406,675,1173,1912,3231,1588,1096,30%,276,20%,111,180,178,183,85,27%,2%,101,78%,5.41,158,5%,6%,35,385,168,31,17%,3%,1.88934839,3.895825545,3.793512461,3.307948718,3.59885514,3.779580537,10.07997923,10.26508048,9.221334372,0%,1,14
S01009946,Carnwadric East,Glasgow City,902,585,2008,29,6,3,2,1625,2433,2155,2132,2449,2668,1277,19%,168,11%,63,155,57,66,103,22%,2%,97,79%,5.44,149,6%,6%,23,256,137,22,17%,3%,2.401423313,4.005202454,4.318429448,3.881153846,4.034613497,3.821964286,10.44555215,10.66953374,9.607766871,0%,0,15
S01009947,Carnwadric East,Glasgow City,583,371,2137,31,7,4,2,1832,1847,1846,2549,4952,5045,1104,17%,101,13%,48,160,76,93,100,21%,13%,108,78%,5.43,131,1%,6%,6,103,87,30,15%,5%,1.340171958,2.751534392,3.041322751,3.436238938,3.153143739,3.160833333,8.48292769,8.528430335,8.448853616,0%,1,15
S01009948,Newlands,Glasgow City,786,517,369,6,2,1,1,313,161,604,2103,2579,2290,660,32%,249,27%,140,195,354,240,94,30%,10%,114,77%,5.46,162,2%,7%,23,294,132,69,16%,8%,3.119879926,3.348577586,5.061157635,3.410060606,4.206148399,4.387073864,7.884975369,8.595942118,10.66697044,0%,11,11
S01009949,Newlands,Glasgow City,895,549,2558,37,8,4,2,1804,2806,2200,3417,5311,3540,1162,18%,157,10%,53,120,285,152,99,20%,3%,107,82%,5.76,124,2%,10%,17,191,152,14,19%,2%,2.15182095,3.222807552,3.524680268,1.491975309,3.104598051,4.723229572,5.564604141,5.550548112,7.783514007,0%,1,15
S01009950,Newlands,Glasgow City,688,431,6871,99,20,10,5,6081,6250,6339,6589,5600,6301,5855,3%,19,2%,10,40,21,0,57,14%,6%,62,*,6,42,2%,29%,3,44,32,3,4%,0%,1.854477304,1.190732462,3.667885144,2.693,3.15323934,4.323875,6.428751719,9.041953232,9.704807428,0%,0,6
S01009951,Newlands,Glasgow City,727,464,6814,98,20,10,5,6369,6560,6651,6387,4701,3718,4167,2%,16,2%,9,30,15,0,56,11%,0%,70,90%,6.09,45,0%,25%,13,180,56,12,7%,2%,2.445578674,2.272080624,3.270286086,2.274831461,3.845656697,3.955140845,7.430920026,7.621723017,9.467977893,0%,0,3
S01009952,Newlands,Glasgow City,703,417,5668,82,17,9,5,4571,4573.5,4880,6646,6148,4585,4887,6%,43,5%,21,75,10,0,77,16%,0%,81,*,6.06,37,0%,20%,9,129,42,10,6%,1%,1.381718963,2.379246248,2.504754434,2.153575419,3.362404502,4.17247191,4.775020464,4.760238745,6.92994884,0%,1,1
S01009953,Newlands,Glasgow City,885,555,5032,73,15,8,4,4009,4618,5669,4859,4834,2484,3964,8%,68,5%,27,65,21,0,45,14%,0%,65,89%,5.65,62,2%,11%,24,272,75,8,8%,1%,2.243326772,2.633605174,4.019983127,2.389636872,3.14034027,4.430652174,5.85624297,6.724755343,8.08257874,0%,0,16
S01009954,Newlands,Glasgow City,704,475,3287,48,10,5,3,2033,3847,3969,5162,4719,598,5081,16%,114,7%,31,110,6,43,81,16%,6%,81,87%,5.88,75,2%,20%,45,642,37,5,6%,1%,1.760499214,2.397256289,3.704445755,3.382566845,3.399779874,2.5101,8.313447327,9.71908805,9.317220912,0%,0,17
S01009955,Merrylee and Millbrae,Glasgow City,1072,688,2927,42,9,5,3,2309,2868,2434,4170,6147,1779,1682,15%,157,9%,65,130,113,99,92,21%,6%,99,83%,5.43,83,3%,23%,38,356,120,41,13%,4%,3.766002475,1.917240099,1.987168317,2.098928571,2.989188119,2.060117493,6.464623762,6.286376238,8.396366337,0%,2,6
S01009956,Merrylee and Millbrae,Glasgow City,735,476,2953,43,9,5,3,2094.5,2676,3040,3771,6022,4189,1326,16%,116,10%,48,105,94,19,116,18%,14%,99,82%,5.79,93,1%,8%,11,150,121,23,16%,3%,3.52721,2.116383333,2.880053333,1.203703704,3.172626667,2.514651163,6.522763333,7.12354,8.0536,0%,0,9
S01009957,Merrylee and Millbrae,Glasgow City,727,474,6429,93,19,10,5,6013,5972.5,6316,6853,3850,2452,5298,3%,21,3%,13,45,23,0,46,13%,10%,59,*,6.33,28,0%,23%,20,276,36,11,5%,1%,3.089638158,3.097148026,2.704786184,2.865574713,3.970611842,2.79691358,9.005736842,9.253223684,11.74566447,0%,1,3
S01009958,Merrylee and Millbrae,Glasgow City,885,581,6525,94,19,10,5,6116,6180,5712,6035,3486,6033,5133.5,3%,24,2%,14,50,66,0,80,14%,4%,64,92%,5.96,37,1%,12%,5,57,46,14,5%,2%,3.907180328,3.067330601,2.305795082,2.941802326,4.046557377,1.695930233,10.12790984,8.678404372,12.216,12%,0,3
S01009959,Muirend and Old Cathcart,Glasgow City,644,393,6530,94,19,10,5,5755.5,6166,5374,6257,4362,5916,5833,3%,22,2%,10,55,38,0,71,15%,10%,74,91%,6.06,44,1%,24%,4,62,27,5,4%,1%,3.055608828,2.110456621,3.472431507,2.503018868,2.727488584,3.99140625,8.975388128,11.58861872,8.659497717,0%,0,8
S01009960,Muirend and Old Cathcart,Glasgow City,842,481,5582,81,17,9,5,4089,5078,4243,6738,5496,6214,4841,7%,63,4%,20,80,55,19,64,18%,0%,82,*,6.36,61,0%,14%,4,48,61,4,7%,0%,3.472777162,2.064545455,3.241025499,3.567458194,1.588209534,5.026767956,5.948830377,7.854018847,5.34267184,0%,1,4
S01009961,Muirend and Old Cathcart,Glasgow City,691,440,4570,66,14,7,4,4074,4130,3701,5021,6390,1373,3578,8%,52,6%,26,100,69,23,104,18%,3%,75,92%,5.5,93,0%,12%,29,422,61,9,9%,1%,3.940960682,1.633972552,2.686053412,1.506317204,2.691869436,2.811104651,4.880845697,7.176958457,6.518011869,0%,1,5
S01009962,Muirend and Old Cathcart,Glasgow City,959,704,3915,57,12,6,3,3167.5,3111,3495,5174,6833,5235,422,11%,105,9%,62,90,152,86,91,18%,6%,81,87%,6.23,84,2%,14%,9,94,221,60,22%,6%,3.757376387,1.231518668,2.42077447,3.01231441,1.023256811,4.066432927,2.957825429,5.450078204,2.934722503,0%,1,4
S01009963,Muirend and Old Cathcart,Glasgow City,734,481,6385,92,19,10,5,6026,4925,5097,6528,5896,5768,6207,3%,21,4%,21,70,28,0,54,17%,4%,69,95%,6.3,57,1%,21%,5,68,29,2,4%,0%,3.927163342,1.968139027,2.232437656,3.50937931,1.765084165,3.673608696,6.142842893,7.997450125,5.719488778,0%,0,2
S01009964,Muirend and Old Cathcart,Glasgow City,878,602,5441,78,16,8,4,4598,4686,4635,5795,6203,4415,1923,6%,53,5%,29,70,50,29,104,15%,2%,73,91%,6.05,52,1%,13%,12,137,129,18,14%,2%,4.859086486,1.7,1.434808108,3.33869697,2.677989189,3.041900826,5.532789189,4.334410811,6.898972973,0%,1,3
S01009965,Carmunnock North,Glasgow City,744,475,5141,74,15,8,4,5011,4035,3851,5874,5175,3983.5,2687,5%,37,6%,29,80,68,46,106,16%,12%,86,91%,6.28,79,1%,19%,12,162,86,9,12%,1%,4.217719359,1.47566156,1.83020195,3.525133333,3.572924791,3.479545455,5.633955432,7.217785515,14.56112813,0%,0,1
S01009966,Carmunnock North,Glasgow City,743,467,6131,88,18,9,5,6257,4941,5047,5620,5300,5508,2469.5,2%,18,4%,20,65,24,0,84,16%,4%,74,94%,6.21,91,1%,10%,6,81,108,0,14%,0%,4.026704253,1.564291237,1.819906572,2.482253886,3.663195876,2.281908397,7.218627577,8.16869201,13.7202384,0%,0,9
S01009967,Carmunnock North,Glasgow City,767,476,5821,84,17,9,5,4870,5366,5732,6773,4062,3069,3378,5%,41,4%,17,60,21,22,48,15%,0%,58,*,6.54,34,0%,17%,17,223,76,12,9%,1%,4.506775905,2.492824594,2.088392634,2.044630542,3.725901998,3.114133333,9.410034332,8.847334582,9.4121598,1%,1,2
S01009968,Carmunnock North,Glasgow City,564,372,4397,64,13,7,4,4029.5,3360,3647,4653,6434,4006,2168,8%,43,8%,30,105,25,0,114,16%,7%,98,92%,5.83,108,2%,10%,9,160,90,1,15%,0%,3.696969572,1.432672697,1.496887336,2.524516129,3.344987664,2.020357143,4.940674342,5.5509375,10.77089638,0%,0,11
S01009969,Carmunnock South,Glasgow City,905,540,5961,86,18,9,5,5926,6178.5,5649,5892,1579,5119,4785,3%,28,2%,13,50,29,0,74,13%,7%,79,*,5.4,63,0%,14%,9,100,62,1,7%,0%,1.419991249,4.867532089,4.704851225,2.213365385,5.22972287,4.848626374,13.98299883,13.2342007,19.50847433,2%,0,3
S01009970,Carmunnock South,Glasgow City,961,619,337,5,1,1,1,187,356,473,533,5711,2202,949,35%,340,24%,146,225,192,265,109,26%,10%,127,65%,4.97,197,6%,6%,29,303,195,11,21%,1%,3.814548097,1.214505814,1.436234144,3.465215947,3.171228858,3.1928,5.960401691,7.441902748,14.89793076,0%,0,16
S01009971,Carmunnock South,Glasgow City,1069,711,431,7,2,1,1,494,394,451,702,2345,1477,1981,29%,310,23%,162,230,151,211,118,26%,9%,129,71%,5.18,211,5%,4%,43,404,170,1,16%,0%,3.414533394,3.414963403,3.394526532,3.305273973,4.231960201,3.469447005,11.09249314,10.90711345,15.60091949,0%,1,3
S01009972,Carmunnock South,Glasgow City,880,512,2098,31,7,4,2,1699.5,2477,2057,3661,2477,702,2609,18%,160,11%,55,130,186,180,74,18%,7%,130,78%,6,121,0%,8%,52,594,101,9,12%,1%,2.268800118,3.735495283,3.690613208,2.841825397,4.53359375,3.935760456,9.898071934,9.161403302,14.9224941,1%,0,4
S01009973,Glenwood South,Glasgow City,702,503,3066,44,9,5,3,2591.5,3027,2906,2756,3818,4856.5,3887,13%,94,9%,45,115,63,79,109,20%,0%,97,81%,5.89,170,1%,5%,8,114,68,1,9%,0%,2.768782759,2.846089655,3.402627586,2.301727749,4.136768966,2.440322581,9.619744828,10.47809655,12.57315862,0%,0,9
S01009974,Glenwood South,Glasgow City,645,430,283,5,1,1,1,161,365,364,456,5933,1879,1150.5,36%,233,23%,100,240,251,278,130,24%,11%,128,65%,5.36,242,3%,4%,22,343,116,9,19%,1%,3.360808943,1.920808943,2.215471545,1.802451456,2.889573171,1.852623762,6.540406504,8.131146341,11.14554472,0%,0,23
S01009975,Glenwood South,Glasgow City,807,514,15,1,1,1,1,16,28,17,126,4454,461,784,46%,368,34%,173,300,238,384,184,31%,9%,198,70%,4.47,244,13%,4%,59,735,172,14,22%,2%,3.49260625,2.874684375,3.2198,2.237227074,4.004871875,1.65044335,9.01629375,9.33206875,11.4434375,0%,3,16
S01009976,Glenwood South,Glasgow City,471,314,38,1,1,1,1,29,51,36,112,4691,5403,606,44%,209,32%,101,300,219,123,242,31%,10%,169,62%,5.32,242,10%,2%,4,85,119,6,24%,1%,4.093346939,2.962454082,2.771642857,2.697827869,3.644913265,1.444307692,8.898739796,8.896867347,10.15037755,0%,0,33
S01009977,Glenwood South,Glasgow City,895,603,27,1,1,1,1,28,14,39,274,4812,829,383,45%,400,37%,221,270,440,593,145,34%,4%,174,67%,4.7,248,5%,6%,49,550,255,17,28%,2%,4.129133369,2.346814255,2.602132829,2.840053381,3.474160367,1.878803419,7.784784017,9.359519438,10.75044276,0%,4,16
S01009978,Glenwood South,Glasgow City,1001,702,166,3,1,1,1,143,319,117,128,3810,1968,832,37%,369,24%,168,275,148,246,208,27%,5%,156,68%,4.72,237,10%,2%,33,331,222,10,22%,1%,4.965142296,3.954443081,1.993299804,2.754378981,4.547733072,2.85865566,9.354028459,4.084219823,11.47442591,0%,3,6
S01009979,Glenwood South,Glasgow City,518,299,138,2,1,1,1,172,53,883,61,5615,1468,901,36%,186,32%,95,180,250,217,67,31%,17%,104,50%,4.79,249,6%,9%,21,407,103,4,21%,1%,3.863270548,3.058767123,2.443082192,2.207152778,3.651515411,1.351415094,7.627666952,5.609036815,9.655898973,0%,1,17
S01009980,Glenwood North,Glasgow City,629,389,56,1,1,1,1,35,94,7,538,5959,256,699,43%,272,30%,113,305,825,199,278,40%,13%,184,70%,5.04,238,3%,5%,58,926,132,5,23%,1%,2.905422481,2.573957364,1.923011628,1.960246914,2.224224806,3.223269231,7.345395349,6.950248062,7.220178295,0%,1,17
S01009981,Glenwood North,Glasgow City,691,461,256,4,1,1,1,196,289,110,1007,3798,2064,669,35%,243,25%,112,260,246,238,239,27%,3%,168,76%,5.67,245,7%,6%,22,320,165,6,24%,1%,3.159459654,3.446397695,2.74893732,2.150414634,3.047121758,3.623829787,10.59662824,9.637777378,10.61959654,0%,0,11
S01009982,Glenwood North,Glasgow City,981,683,614,9,2,1,1,779,598,236,1147,3807,1279,1309,26%,253,20%,139,200,706,404,307,23%,4%,172,77%,5.04,191,4%,4%,43,440,190,9,18%,1%,2.56107767,3.614031553,2.325446602,2.126952381,3.389390777,4.568818182,10.52580583,7.248128641,13.01877913,0%,1,19
S01009983,Glenwood North,Glasgow City,642,452,113,2,1,1,1,72,267,225,111,3000,1001,392,40%,258,25%,113,265,320,227,240,21%,7%,129,60%,4.9,259,5%,6%,32,501,166,3,29%,1%,4.229991364,4.391843696,1.871878238,3.217017937,4.762145941,3.521225806,10.12764249,4.867115717,14.11139465,0%,0,10
S01009984,Glenwood North,Glasgow City,715,492,1189,18,4,2,1,692,1558,1847,1620,2797,1300,878.5,27%,191,14%,71,175,97,72,84,19%,6%,101,76%,5.36,191,3%,7%,31,436,168,0,22%,0%,3.75218254,4.475608466,2.185439815,3.032021277,4.53207672,4.023353909,10.2397619,5.70780754,13.86549603,0%,2,7
S01009985,Glenwood North,Glasgow City,631,414,95,2,1,1,1,54,158,168,361,3103,642,936,42%,264,27%,113,265,352,357,143,22%,9%,151,63%,5.05,233,1%,4%,39,621,131,3,21%,0%,4.693239837,4.180402439,2.203410569,2.936917476,4.653609756,3.196780822,9.872715447,5.362402439,12.78797967,0%,1,8
S01009986,Castlemilk,Glasgow City,500,318,91,2,1,1,1,47,97,267,230,6717,921,1049,42%,210,29%,93,240,234,386,121,28%,17%,134,58%,5.25,219,5%,3%,26,522,114,2,21%,0%,2.764515399,2.023428442,1.498365036,1.946513158,1.56629529,3.084408602,6.392368659,5.339384058,4.718731884,0%,0,13
S01009987,Castlemilk,Glasgow City,823,518,802,12,3,2,1,509,853,470,1871,6214,2417,828,29%,237,19%,95,205,218,57,146,28%,5%,153,81%,5.52,193,4%,6%,23,281,201,0,23%,0%,3.74809375,1.648210227,1.912508523,2.269957746,1.896224432,2.8182,6.853377841,7.860073864,6.915477273,0%,2,11
S01009988,Castlemilk,Glasgow City,456,291,282,5,1,1,1,135,181,417,1025,6808,3773,2249,37%,169,27%,77,255,175,199,154,25%,10%,100,65%,5.75,220,5%,10%,8,176,73,0,15%,0%,3.530216298,1.233254527,1.501438632,3.031210526,1.385422535,3.578275862,4.356841046,5.410623742,4.585452716,0%,1,11
S01009989,Castlemilk,Glasgow City,857,584,2211,32,7,4,2,2503,1988,2006,1226,6864,3413,1525.5,14%,118,13%,74,130,128,231,105,23%,3%,108,67%,5.25,149,4%,5%,17,199,124,19,15%,2%,2.960380569,1.019935025,1.186011757,2.938219895,2.253876856,3.082649007,3.165625,4.102617574,7.68835396,0%,1,2
S01009990,Castlemilk,Glasgow City,734,515,3339,48,10,5,3,2782,2898.5,3196,3195,6678,4182,1656.5,13%,92,9%,49,110,71,70,81,19%,10%,87,76%,6,119,2%,8%,11,151,99,16,15%,2%,2.121199851,1.40429049,1.308796434,2.039639423,2.748822437,2.852794118,5.300520059,4.996118128,9.193614413,0%,0,15
S01009991,Castlemilk,Glasgow City,780,539,2878,42,9,5,3,2340,3138,3289,1805,5909,4829,806,14%,113,9%,47,115,60,36,129,16%,0%,87,70%,5.35,119,2%,4%,9,116,153,31,19%,4%,1.353965625,2.2980125,2.15131875,1.974232456,2.299390625,3.867153285,7.7993875,7.341515625,9.224528125,0%,0,4
S01009992,Castlemilk,Glasgow City,718,443,524,8,2,1,1,401,518,513,1104,5322,890,971,30%,218,21%,94,225,69,183,154,26%,7%,134,78%,5.4,224,11%,8%,38,532,147,3,21%,0%,2.436697842,2.341129496,2.510226619,1.697119565,2.725809353,3.813682432,8.59378777,8.654960432,8.779294964,0%,2,18
S01009993,Kingspark South,Glasgow City,870,588,3810,55,11,6,3,3067,4033,3843,3340,4020,3632,2097,11%,99,6%,37,95,112,61,54,16%,6%,80,81%,5.76,112,3%,9%,16,185,120,6,15%,1%,2.343184019,2.820272397,2.558132567,2.213318584,2.827944915,3.901384615,12.09771186,9.526289346,11.32975484,0%,0,7
S01009994,Kingspark South,Glasgow City,645,429,4147,60,12,6,3,3564,4072,3994,3070,5641,4087,1447,9%,60,6%,27,80,80,66,79,18%,0%,79,79%,5.64,108,3%,8%,10,156,119,14,16%,2%,1.826555172,2.408455172,2.165472414,1.626306533,2.310096552,3.376086957,9.191986207,7.706737931,9.264637931,0%,0,16
S01009995,Kingspark South,Glasgow City,614,431,3616,52,11,6,3,3452,3727,3612,2588,4759,2806,1143,10%,60,7%,30,90,75,46,106,20%,0%,79,73%,5.63,110,3%,8%,15,245,117,16,18%,2%,2.049333844,3.237538285,3.062959418,1.945454545,2.533246554,4.14353211,10.88833844,7.402159265,8.199804747,0%,0,18
S01009996,Kingspark South,Glasgow City,756,497,3092,45,9,5,3,2252,3726,3069,2272,6397,3411,1252,15%,113,7%,35,115,55,53,105,18%,0%,98,79%,5.35,133,4%,6%,15,199,121,25,16%,3%,0.870547715,3.003981855,2.585974462,1.758053097,1.494707661,4.048893443,8.139116263,6.831770833,5.580766129,0%,0,12
S01009997,Kingspark South,Glasgow City,593,415,3500,51,11,6,3,3203,3791.5,3594,2535,3826,3612,1339,11%,64,7%,28,115,95,21,98,14%,0%,82,77%,5.67,120,6%,8%,11,186,101,9,18%,2%,2.188756522,4.124373913,3.891978261,2.983793103,2.28903913,5.111495726,10.32378696,7.764921739,7.195934783,0%,0,15
S01009998,Kingspark South,Glasgow City,627,397,4663,67,14,7,4,4017.5,4356,3961,4573,5860,1687,5175,8%,48,6%,22,100,52,0,65,17%,0%,90,85%,5.65,82,1%,19%,23,369,34,7,5%,1%,2.876675868,2.268146688,2.100074921,1.953207547,3.170567823,3.008514493,7.996395899,5.197113565,7.980007886,0%,0,7
S01009999,Kingspark North,Glasgow City,670,424,5212,75,15,8,4,4619,5121,4840,3823,4767,5014,2086,6%,40,4%,17,75,16,22,79,13%,5%,80,85%,5.53,92,3%,13%,7,105,93,19,13%,3%,3.992933151,1.756030014,1.777841064,1.95310241,4.46611528,5.036446281,6.947899045,7.103499318,12.78749318,0%,0,12
S01010000,Kingspark North,Glasgow City,582,406,3695,53,11,6,3,3568,3459,2733,3216,5990,3039,2138,9%,54,8%,32,105,165,118,95,20%,0%,106,79%,5.8,111,6%,12%,13,224,83,10,13%,2%,2.610304383,1.772297078,1.380060877,2.643184524,3.608989448,4.624742268,6.238364448,4.524683442,7.482029221,0%,0,11
S01010001,Kingspark North,Glasgow City,852,522,3303,48,10,5,3,2478,3489,3218,2968,5867,2623,3660,14%,118,8%,40,115,53,0,94,21%,9%,94,80%,5.48,110,5%,11%,22,259,72,9,9%,1%,3.652409148,1.211312657,0.953862782,1.948296703,4.511557018,5.234592391,5.045501253,3.550921053,10.2373183,2%,0,7
S01010002,Kingspark North,Glasgow City,726,489,3570,52,11,6,3,3149,3182,3043,3809,5884,3918,904,11%,80,9%,42,100,93,60,94,19%,7%,102,77%,5.87,118,0%,14%,12,166,161,12,21%,2%,2.138758023,2.5846181,1.570795892,2.718140097,2.961999358,3.987096774,7.479990372,5.215590501,6.120449294,0%,1,16
S01010003,Kingspark North,Glasgow City,660,421,4799,69,14,7,4,4473,4090,3960,4381,4993,4147.5,3167,6%,42,6%,26,80,97,22,75,19%,0%,83,86%,5.94,95,2%,11%,10,152,75,8,11%,1%,3.128623596,2.134852528,1.507275281,1.544264706,3.558813202,4.276588785,10.56675211,6.932787921,10.96388343,0%,0,6
S01010004,Kingspark North,Glasgow City,696,419,5836,84,17,9,5,4989,5149,5134,6197,5126,3371,5554,5%,35,4%,17,65,21,0,77,16%,6%,74,91%,6.38,61,1%,19%,14,202,34,7,5%,1%,3.464996575,2.804534247,1.632431507,2.369217877,3.030839041,4.435217391,8.191969178,5.247650685,7.96419863,0%,0,6
S01010005,Cathcart,Glasgow City,725,554,1990,29,6,3,2,2134,1662,1411,2635,6408,2331,257,16%,113,14%,77,145,163,135,148,25%,3%,123,69%,5.67,114,2%,12%,21,291,195,54,26%,7%,4.986951872,1.943693182,1.17592246,2.670087719,2.971206551,2.583609272,4.935992647,3.704725936,6.91885361,0%,1,3
S01010006,Cathcart,Glasgow City,1135,889,2658,39,8,4,2,2278,2362,2654,2998,6034,4324,434,15%,168,11%,99,130,156,58,91,21%,4%,84,77%,5.41,79,6%,9%,16,142,185,61,21%,7%,4.574293478,1.449699657,0.994974256,2.268927536,2.622193936,2.889138889,4.486129863,3.535686499,7.219347826,9%,1,4
S01010007,Cathcart,Glasgow City,929,632,5267,76,16,8,4,4154,4659,4289,6117,6437,3981,2359.5,7%,68,5%,31,75,92,86,67,15%,7%,75,93%,6.13,51,3%,18%,15,162,105,32,11%,3%,3.467703337,2.490305005,1.567599062,1.588947368,1.92379562,4.272103448,6.170878519,4.676141814,6.017940563,0%,1,1
